"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In labor force:","Margin of Error!!Total:!!In labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:","Margin of Error!!Total:!!In labor force:!!Civilian labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Employed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Employed","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Estimate!!Total:!!In labor force:!!Armed Forces","Margin of Error!!Total:!!In labor force:!!Armed Forces","Estimate!!Total:!!Not in labor force","Margin of Error!!Total:!!Not in labor force",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","3135","404","2673","322","2673","322","2595","316","78","94","0","12","462","232",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","4468","756","3654","704","3654","704","3451","682","203","165","0","12","814","182",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","3429","572","3015","563","3015","563","2946","558","69","52","0","12","414","184",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","3294","342","2956","328","2956","328","2928","334","28","30","0","12","338","160",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","2911","392","2402","288","2402","288","2392","286","10","13","0","12","509","199",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","2753","319","2264","278","2264","278","2220","273","44","31","0","12","489","157",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","2953","452","2505","462","2505","462","2412","467","93","52","0","12","448","142",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","4465","498","3440","460","3440","460","3281","467","159","150","0","17","1025","294",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","1435","231","1098","214","1098","214","1063","213","35","29","0","12","337","152",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","1357","205","1024","181","1024","181","986","177","38","29","0","12","333","114",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1558","236","1345","191","1345","191","1333","191","12","16","0","12","213","88",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","1934","343","1598","199","1598","199","1502","171","96","61","0","12","336","264",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","1878","382","1495","336","1495","336","1424","299","71","71","0","12","383","122",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","1909","411","1637","393","1637","393","1616","392","21","22","0","12","272","93",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","2083","286","1889","289","1889","289","1889","289","0","12","0","12","194","75",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","2507","426","2147","361","2147","361","2038","335","109","126","0","12","360","140",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","3588","482","3155","318","3155","318","3011","292","144","101","0","12","433","313",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","2225","329","1473","239","1473","239","1371","219","102","62","0","12","752","167",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","3803","456","2285","363","2285","363","2111","366","174","96","0","17","1518","288",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","4545","744","2755","517","2755","517","2318","498","437","240","0","17","1790","485",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","5935","815","4278","762","4278","762","3985","754","293","311","0","17","1657","355",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","3345","579","1941","390","1941","390","1725","372","216","121","0","12","1404","324",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","4542","735","2849","516","2849","516","2617","470","232","205","0","17","1693","561",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","2094","434","1182","286","1182","286","1050","284","132","83","0","12","912","229",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","731","158","476","120","476","120","404","106","72","51","0","12","255","79",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","3693","671","1927","449","1927","449","1700","436","227","146","0","12","1766","575",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","3778","1086","2120","533","2120","533","1811","479","309","212","0","12","1658","717",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","3096","461","1575","313","1575","313","1354","288","221","109","0","12","1521","372",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","3198","581","1598","341","1598","341","1378","279","220","206","0","12","1600","540",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","3483","938","2089","541","2089","541","1655","422","434","276","0","12","1394","540",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","2856","663","1510","409","1510","409","1355","377","155","101","0","12","1346","389",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","1053","224","676","210","676","210","656","207","20","20","0","12","377","108",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","3932","923","2295","498","2295","498","1751","442","544","186","0","17","1637","614",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","3611","802","2076","515","2076","515","1771","499","305","154","0","12","1535","505",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","3898","669","1821","434","1821","434","1623","408","198","143","0","12","2077","547",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","1093","305","453","138","453","138","373","145","80","60","0","12","640","254",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","4597","768","3045","702","3045","702","2486","559","559","315","0","17","1552","337",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","2241","398","1036","244","1036","244","841","175","195","126","0","12","1205","274",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","3448","660","2273","607","2273","607","1729","443","544","312","0","12","1175","291",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","997","319","476","211","476","211","420","199","56","46","0","12","521","155",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","680","221","361","119","361","119","326","101","35","40","0","12","319","129",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","1247","245","681","189","681","189","482","167","199","143","0","12","566","154",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","945","322","538","194","538","194","399","153","139","90","0","12","407","185",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","1297","350","722","247","722","247","611","224","111","68","0","12","575","190",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","1476","304","853","254","853","254","454","146","399","195","0","12","623","133",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","1368","400","501","171","501","171","374","165","127","67","0","12","867","354",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","1688","383","904","328","904","328","658","242","246","169","0","12","784","224",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","1080","325","571","217","507","174","391","156","116","53","64","96","509","169",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","1809","375","1127","307","1127","307","949","281","178","139","0","12","682","156",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","990","207","460","115","460","115","372","105","88","41","0","12","530","149",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","1014","323","585","168","585","168","485","127","100","73","0","12","429","209",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","790","184","485","143","485","143","391","126","94","41","0","12","305","91",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","929","194","452","107","452","107","340","98","112","53","0","12","477","137",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","1093","204","615","158","615","158","544","140","71","94","0","12","478","157",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","319","116","189","72","189","72","170","67","19","37","0","12","130","81",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","6410","666","5819","644","5807","642","5769","639","38","36","12","20","591","167",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","1044","153","754","143","754","143","744","144","10","12","0","12","290","87",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","734","214","381","141","381","141","339","134","42","36","0","12","353","170",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","609","134","429","126","429","126","281","117","148","66","0","12","180","58",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","5924","789","4911","718","4911","718","4846","711","65","51","0","17","1013","259",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","1611","268","1270","270","1270","270","1131","240","139","71","0","12","341","138",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","1310","291","927","190","927","190","862","184","65","39","0","12","383","164",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","2618","575","1385","233","1385","233","1299","244","86","58","0","12","1233","549",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","1305","191","887","134","887","134","837","132","50","36","0","12","418","129",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","2843","466","2070","420","2070","420","1930","417","140","76","0","12","773","190",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","2777","678","1578","520","1578","520","1182","449","396","179","0","12","1199","287",
"1400000US17031291200","Census Tract 2912, Cook County, Illinois","1486","387","923","293","923","293","778","282","145","75","0","12","563","155",
"1400000US17031291600","Census Tract 2916, Cook County, Illinois","718","227","457","125","457","125","455","125","2","3","0","12","261","137",
"1400000US17031292200","Census Tract 2922, Cook County, Illinois","1984","448","1139","287","1139","287","898","246","241","106","0","12","845","223",
"1400000US17031292400","Census Tract 2924, Cook County, Illinois","1861","621","1047","438","1047","438","976","427","71","52","0","12","814","275",
"1400000US17031292500","Census Tract 2925, Cook County, Illinois","2771","560","1562","435","1562","435","1208","317","354","187","0","12","1209","324",
"1400000US17031300500","Census Tract 3005, Cook County, Illinois","2277","382","1475","270","1475","270","1389","272","86","48","0","12","802","192",
"1400000US17031300600","Census Tract 3006, Cook County, Illinois","2181","520","1252","229","1252","229","1133","230","119","61","0","12","929","379",
"1400000US17031300700","Census Tract 3007, Cook County, Illinois","3735","902","2563","672","2563","672","2365","589","198","167","0","12","1172","357",
"1400000US17031300800","Census Tract 3008, Cook County, Illinois","2640","516","1480","316","1480","316","1361","308","119","76","0","12","1160","318",
"1400000US17031300900","Census Tract 3009, Cook County, Illinois","3453","989","1469","326","1469","326","1398","324","71","62","0","12","1984","915",
"1400000US17031301100","Census Tract 3011, Cook County, Illinois","1570","254","952","166","952","166","930","164","22","24","0","12","618","183",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","3388","757","1978","518","1978","518","1700","418","278","203","0","12","1410","367",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","2845","555","1546","322","1546","322","1256","290","290","152","0","12","1299","445",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","3175","804","2151","623","2151","623","2009","649","142","97","0","12","1024","287",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","2859","426","1934","363","1934","363","1741","374","193","106","0","12","925","167",
"1400000US17031301801","Census Tract 3018.01, Cook County, Illinois","3254","866","1702","446","1702","446","1518","413","184","93","0","12","1552","525",
"1400000US17031301802","Census Tract 3018.02, Cook County, Illinois","1993","281","1226","234","1226","234","1122","222","104","62","0","12","767","135",
"1400000US17031301803","Census Tract 3018.03, Cook County, Illinois","2632","384","1847","361","1847","361","1666","352","181","97","0","12","785","160",
"1400000US17031310200","Census Tract 3102, Cook County, Illinois","1437","241","1128","249","1128","249","1074","247","54","35","0","12","309","103",
"1400000US17031310300","Census Tract 3103, Cook County, Illinois","1569","313","987","168","987","168","926","158","61","79","0","12","582","252",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","891","141","753","117","753","117","743","118","10","12","0","12","138","66",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","1149","263","757","236","757","236","697","195","60","89","0","12","392","141",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","4207","692","2964","464","2964","464","2816","410","148","121","0","12","1243","404",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","1229","250","816","185","816","185","688","155","128","72","0","12","413","156",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","3684","761","2527","506","2527","506","2378","463","149","107","0","12","1157","379",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","3993","602","3184","468","3184","468","2871","435","313","187","0","12","809","245",
"1400000US17031320101","Census Tract 3201.01, Cook County, Illinois","8223","1677","5300","836","5279","837","5065","817","214","180","21","25","2923","1478",
"1400000US17031320102","Census Tract 3201.02, Cook County, Illinois","4243","541","3166","585","3166","585","3072","591","94","109","0","12","1077","492",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","3033","304","1530","243","1530","243","1323","243","207","105","0","12","1503","224",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","4758","677","3815","530","3815","530","3606","479","209","149","0","17","943","413",
"1400000US17031330101","Census Tract 3301.01, Cook County, Illinois","4806","1283","3538","1169","3538","1169","3538","1169","0","17","0","17","1268","650",
"1400000US17031330102","Census Tract 3301.02, Cook County, Illinois","8572","1057","6704","974","6704","974","6628","946","76","99","0","17","1868","613",
"1400000US17031330103","Census Tract 3301.03, Cook County, Illinois","6344","736","5358","745","5358","745","5358","745","0","17","0","17","986","461",
"1400000US17031330200","Census Tract 3302, Cook County, Illinois","2985","346","2007","313","1995","312","1952","310","43","38","12","19","978","166",
"1400000US17031340300","Census Tract 3403, Cook County, Illinois","1469","204","814","152","814","152","776","143","38","27","0","12","655","148",
"1400000US17031340400","Census Tract 3404, Cook County, Illinois","1515","301","914","178","914","178","861","171","53","33","0","12","601","191",
"1400000US17031340500","Census Tract 3405, Cook County, Illinois","1412","225","651","134","651","134","615","121","36","35","0","12","761","190",
"1400000US17031340600","Census Tract 3406, Cook County, Illinois","701","129","427","128","427","128","239","77","188","92","0","12","274","59",
"1400000US17031350100","Census Tract 3501, Cook County, Illinois","2440","494","1558","249","1558","249","1474","226","84","68","0","12","882","321",
"1400000US17031350400","Census Tract 3504, Cook County, Illinois","1337","241","707","165","707","165","468","132","239","104","0","12","630","161",
"1400000US17031351000","Census Tract 3510, Cook County, Illinois","3108","394","1949","387","1949","387","1819","381","130","122","0","12","1159","310",
"1400000US17031351100","Census Tract 3511, Cook County, Illinois","1324","224","905","234","905","234","594","179","311","126","0","12","419","143",
"1400000US17031351400","Census Tract 3514, Cook County, Illinois","1337","309","674","166","674","166","452","145","222","90","0","12","663","286",
"1400000US17031351500","Census Tract 3515, Cook County, Illinois","627","183","418","135","418","135","326","124","92","63","0","12","209","95",
"1400000US17031360200","Census Tract 3602, Cook County, Illinois","1121","319","729","226","729","226","588","156","141","157","0","12","392","130",
"1400000US17031380100","Census Tract 3801, Cook County, Illinois","1619","348","860","346","847","337","691","316","156","89","13","21","759","128",
"1400000US17031380200","Census Tract 3802, Cook County, Illinois","1617","389","595","164","595","164","582","155","13","19","0","12","1022","307",
"1400000US17031380600","Census Tract 3806, Cook County, Illinois","2943","390","1771","310","1771","310","1551","295","220","121","0","12","1172","237",
"1400000US17031381200","Census Tract 3812, Cook County, Illinois","1610","429","1014","282","1014","282","979","279","35","41","0","12","596","271",
"1400000US17031381400","Census Tract 3814, Cook County, Illinois","1182","286","777","129","777","129","651","113","126","75","0","12","405","246",
"1400000US17031381500","Census Tract 3815, Cook County, Illinois","357","98","174","55","174","55","153","47","21","22","0","12","183","83",
"1400000US17031381700","Census Tract 3817, Cook County, Illinois","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1400000US17031381800","Census Tract 3818, Cook County, Illinois","1103","244","602","169","602","169","553","167","49","36","0","12","501","121",
"1400000US17031381900","Census Tract 3819, Cook County, Illinois","1074","269","714","172","689","165","619","149","70","54","25","37","360","215",
"1400000US17031390100","Census Tract 3901, Cook County, Illinois","1169","275","880","250","880","250","835","264","45","39","0","12","289","85",
"1400000US17031390200","Census Tract 3902, Cook County, Illinois","1656","248","1267","223","1267","223","1174","209","93","100","0","12","389","111",
"1400000US17031390300","Census Tract 3903, Cook County, Illinois","2168","382","1220","199","1220","199","995","217","225","134","0","12","948","359",
"1400000US17031390400","Census Tract 3904, Cook County, Illinois","1930","285","1038","277","1038","277","789","223","249","127","0","12","892","214",
"1400000US17031390500","Census Tract 3905, Cook County, Illinois","1406","167","889","140","889","140","838","134","51","32","0","12","517","136",
"1400000US17031390600","Census Tract 3906, Cook County, Illinois","1418","306","1028","320","1028","320","949","322","79","51","0","12","390","67",
"1400000US17031390700","Census Tract 3907, Cook County, Illinois","5066","713","3065","705","3052","705","2934","705","118","83","13","20","2001","366",
"1400000US17031400300","Census Tract 4003, Cook County, Illinois","964","183","616","176","616","176","481","135","135","111","0","12","348","121",
"1400000US17031400400","Census Tract 4004, Cook County, Illinois","1575","374","802","201","802","201","686","171","116","84","0","12","773","270",
"1400000US17031400500","Census Tract 4005, Cook County, Illinois","1487","392","930","271","930","271","829","260","101","103","0","12","557","190",
"1400000US17031400800","Census Tract 4008, Cook County, Illinois","1603","295","868","184","868","184","591","166","277","122","0","12","735","213",
"1400000US17031410100","Census Tract 4101, Cook County, Illinois","2015","400","1435","289","1435","289","1391","278","44","36","0","12","580","224",
"1400000US17031410200","Census Tract 4102, Cook County, Illinois","1353","261","875","146","875","146","812","145","63","31","0","12","478","197",
"1400000US17031410500","Census Tract 4105, Cook County, Illinois","2482","293","1732","314","1732","314","1716","317","16","19","0","12","750","212",
"1400000US17031410600","Census Tract 4106, Cook County, Illinois","2321","357","1531","273","1517","277","1432","276","85","52","14","23","790","220",
"1400000US17031410700","Census Tract 4107, Cook County, Illinois","2023","319","1245","207","1245","207","1134","189","111","67","0","12","778","230",
"1400000US17031410800","Census Tract 4108, Cook County, Illinois","2584","417","1739","414","1739","414","1721","410","18","20","0","12","845","160",
"1400000US17031410900","Census Tract 4109, Cook County, Illinois","3020","476","2226","418","2218","419","2042","308","176","147","8","12","794","165",
"1400000US17031411000","Census Tract 4110, Cook County, Illinois","3148","567","1488","271","1488","271","1283","231","205","131","0","12","1660","543",
"1400000US17031411100","Census Tract 4111, Cook County, Illinois","1880","257","1133","166","1133","166","1081","164","52","27","0","12","747","233",
"1400000US17031411200","Census Tract 4112, Cook County, Illinois","1387","170","799","104","799","104","742","107","57","49","0","12","588","158",
"1400000US17031420100","Census Tract 4201, Cook County, Illinois","1299","221","789","200","789","200","611","198","178","73","0","12","510","140",
"1400000US17031420200","Census Tract 4202, Cook County, Illinois","1258","228","710","153","710","153","665","156","45","39","0","12","548","176",
"1400000US17031420300","Census Tract 4203, Cook County, Illinois","2419","221","1105","215","1105","215","923","167","182","76","0","12","1314","218",
"1400000US17031420400","Census Tract 4204, Cook County, Illinois","933","162","463","113","463","113","380","105","83","33","0","12","470","147",
"1400000US17031420500","Census Tract 4205, Cook County, Illinois","1479","398","989","340","989","340","647","214","342","170","0","12","490","162",
"1400000US17031420600","Census Tract 4206, Cook County, Illinois","1607","241","898","193","852","179","676","162","176","85","46","73","709","158",
"1400000US17031420700","Census Tract 4207, Cook County, Illinois","1877","399","1267","352","1267","352","885","269","382","181","0","12","610","214",
"1400000US17031420800","Census Tract 4208, Cook County, Illinois","1992","434","1110","246","1110","246","1004","203","106","79","0","12","882","268",
"1400000US17031421200","Census Tract 4212, Cook County, Illinois","831","277","517","218","517","218","435","189","82","62","0","12","314","108",
"1400000US17031430101","Census Tract 4301.01, Cook County, Illinois","2406","493","1727","417","1727","417","1283","345","444","233","0","12","679","203",
"1400000US17031430102","Census Tract 4301.02, Cook County, Illinois","3300","654","2319","498","2319","498","2144","497","175","95","0","12","981","324",
"1400000US17031430200","Census Tract 4302, Cook County, Illinois","4318","965","3030","922","3030","922","2507","865","523","239","0","17","1288","315",
"1400000US17031430300","Census Tract 4303, Cook County, Illinois","1359","254","908","251","908","251","774","253","134","78","0","12","451","120",
"1400000US17031430400","Census Tract 4304, Cook County, Illinois","2373","520","1379","353","1379","353","1186","309","193","118","0","12","994","292",
"1400000US17031430500","Census Tract 4305, Cook County, Illinois","2759","567","1778","495","1778","495","1435","497","343","133","0","12","981","226",
"1400000US17031430600","Census Tract 4306, Cook County, Illinois","1745","264","1107","227","1107","227","896","214","211","75","0","12","638","150",
"1400000US17031430700","Census Tract 4307, Cook County, Illinois","2172","428","1487","395","1487","395","1163","241","324","310","0","12","685","198",
"1400000US17031430800","Census Tract 4308, Cook County, Illinois","1564","305","1154","268","1154","268","1014","267","140","86","0","12","410","159",
"1400000US17031430900","Census Tract 4309, Cook County, Illinois","1348","261","739","243","739","243","642","242","97","47","0","12","609","128",
"1400000US17031431200","Census Tract 4312, Cook County, Illinois","2276","373","1450","329","1450","329","1339","310","111","75","0","12","826","185",
"1400000US17031431301","Census Tract 4313.01, Cook County, Illinois","2952","528","1792","387","1792","387","1460","329","332","219","0","12","1160","377",
"1400000US17031431302","Census Tract 4313.02, Cook County, Illinois","2476","421","1641","343","1641","343","1215","304","426","169","0","12","835","182",
"1400000US17031431400","Census Tract 4314, Cook County, Illinois","5414","648","3318","569","3318","569","2930","540","388","181","0","17","2096","440",
"1400000US17031440101","Census Tract 4401.01, Cook County, Illinois","3322","635","2111","510","2111","510","1679","415","432","226","0","12","1211","320",
"1400000US17031440102","Census Tract 4401.02, Cook County, Illinois","2832","420","1861","380","1861","380","1725","366","136","92","0","12","971","270",
"1400000US17031440201","Census Tract 4402.01, Cook County, Illinois","4864","1134","2558","583","2539","584","2169","518","370","228","19","30","2306","864",
"1400000US17031440202","Census Tract 4402.02, Cook County, Illinois","2288","322","1064","280","1064","280","924","266","140","86","0","12","1224","210",
"1400000US17031440300","Census Tract 4403, Cook County, Illinois","3998","779","2603","646","2603","646","1965","530","638","305","0","12","1395","300",
"1400000US17031440600","Census Tract 4406, Cook County, Illinois","1442","275","926","212","926","212","852","200","74","51","0","12","516","130",
"1400000US17031440700","Census Tract 4407, Cook County, Illinois","1300","357","666","204","666","204","557","189","109","79","0","12","634","185",
"1400000US17031440800","Census Tract 4408, Cook County, Illinois","1514","361","854","274","854","274","633","206","221","111","0","12","660","196",
"1400000US17031440900","Census Tract 4409, Cook County, Illinois","2086","536","1052","362","1052","362","904","256","148","151","0","12","1034","304",
"1400000US17031450300","Census Tract 4503, Cook County, Illinois","2935","390","1618","250","1618","250","1448","202","170","100","0","12","1317","294",
"1400000US17031460100","Census Tract 4601, Cook County, Illinois","2244","419","1577","343","1542","327","1209","259","333","211","35","53","667","171",
"1400000US17031460200","Census Tract 4602, Cook County, Illinois","1799","391","1045","250","1045","250","921","223","124","75","0","12","754","298",
"1400000US17031460301","Census Tract 4603.01, Cook County, Illinois","2499","404","1705","380","1705","380","1443","382","262","101","0","12","794","187",
"1400000US17031460302","Census Tract 4603.02, Cook County, Illinois","2674","572","1611","539","1611","539","1275","481","336","177","0","12","1063","231",
"1400000US17031460400","Census Tract 4604, Cook County, Illinois","2700","616","1584","483","1584","483","1370","373","214","211","0","12","1116","254",
"1400000US17031460500","Census Tract 4605, Cook County, Illinois","5127","666","3499","647","3499","647","3218","539","281","268","0","17","1628","287",
"1400000US17031460800","Census Tract 4608, Cook County, Illinois","2737","595","1540","236","1540","236","1115","175","425","151","0","12","1197","496",
"1400000US17031461000","Census Tract 4610, Cook County, Illinois","1214","232","403","132","403","132","349","98","54","51","0","12","811","143",
"1400000US17031470100","Census Tract 4701, Cook County, Illinois","1936","345","1092","254","1092","254","918","240","174","90","0","12","844","259",
"1400000US17031480100","Census Tract 4801, Cook County, Illinois","1769","247","920","194","920","194","861","193","59","34","0","12","849","169",
"1400000US17031480200","Census Tract 4802, Cook County, Illinois","824","176","507","127","507","127","439","123","68","49","0","12","317","121",
"1400000US17031480300","Census Tract 4803, Cook County, Illinois","958","167","506","127","506","127","471","123","35","24","0","12","452","135",
"1400000US17031480400","Census Tract 4804, Cook County, Illinois","4757","1366","2973","863","2973","863","2825","857","148","127","0","17","1784","637",
"1400000US17031480500","Census Tract 4805, Cook County, Illinois","2485","492","1127","238","1127","238","1008","216","119","75","0","12","1358","432",
"1400000US17031490200","Census Tract 4902, Cook County, Illinois","2516","373","1515","242","1515","242","1356","206","159","101","0","12","1001","256",
"1400000US17031490500","Census Tract 4905, Cook County, Illinois","1684","390","915","214","915","214","754","212","161","62","0","12","769","249",
"1400000US17031490600","Census Tract 4906, Cook County, Illinois","1296","200","649","126","649","126","497","107","152","50","0","12","647","190",
"1400000US17031490700","Census Tract 4907, Cook County, Illinois","2097","275","1281","224","1281","224","1014","215","267","102","0","12","816","140",
"1400000US17031490800","Census Tract 4908, Cook County, Illinois","3400","815","1889","431","1889","431","1484","372","405","176","0","12","1511","487",
"1400000US17031490901","Census Tract 4909.01, Cook County, Illinois","2293","354","1378","303","1378","303","997","227","381","174","0","12","915","181",
"1400000US17031490902","Census Tract 4909.02, Cook County, Illinois","3713","669","1867","472","1867","472","1706","476","161","88","0","12","1846","498",
"1400000US17031491000","Census Tract 4910, Cook County, Illinois","2794","527","1388","366","1388","366","959","264","429","240","0","12","1406","352",
"1400000US17031491100","Census Tract 4911, Cook County, Illinois","3653","631","1826","458","1826","458","1517","373","309","181","0","12","1827","370",
"1400000US17031491200","Census Tract 4912, Cook County, Illinois","1669","408","683","175","683","175","615","177","68","41","0","12","986","364",
"1400000US17031491300","Census Tract 4913, Cook County, Illinois","1876","406","1053","274","1053","274","901","241","152","96","0","12","823","218",
"1400000US17031491400","Census Tract 4914, Cook County, Illinois","2482","507","1549","358","1549","358","1070","278","479","212","0","12","933","274",
"1400000US17031500100","Census Tract 5001, Cook County, Illinois","2994","511","2059","466","2059","466","1898","444","161","102","0","12","935","209",
"1400000US17031500200","Census Tract 5002, Cook County, Illinois","1504","290","896","159","896","159","675","151","221","95","0","12","608","234",
"1400000US17031500300","Census Tract 5003, Cook County, Illinois","1479","247","1085","228","1085","228","831","171","254","119","0","12","394","142",
"1400000US17031510100","Census Tract 5101, Cook County, Illinois","2872","572","1608","349","1608","349","1402","344","206","104","0","12","1264","418",
"1400000US17031510200","Census Tract 5102, Cook County, Illinois","3105","570","1578","251","1578","251","1384","219","194","134","0","12","1527","512",
"1400000US17031510300","Census Tract 5103, Cook County, Illinois","3690","568","1991","379","1991","379","1403","288","588","328","0","12","1699","341",
"1400000US17031520100","Census Tract 5201, Cook County, Illinois","1605","374","921","198","921","198","847","167","74","52","0","12","684","260",
"1400000US17031520200","Census Tract 5202, Cook County, Illinois","2375","583","1364","403","1364","403","1301","406","63","46","0","12","1011","299",
"1400000US17031520300","Census Tract 5203, Cook County, Illinois","4257","524","2467","449","2467","449","2205","429","262","132","0","17","1790","275",
"1400000US17031520400","Census Tract 5204, Cook County, Illinois","3129","492","2038","406","2038","406","1790","402","248","118","0","12","1091","257",
"1400000US17031520500","Census Tract 5205, Cook County, Illinois","3829","509","2420","413","2420","413","2257","426","163","80","0","17","1409","343",
"1400000US17031520600","Census Tract 5206, Cook County, Illinois","1858","252","1017","234","1017","234","995","237","22","18","0","12","841","153",
"1400000US17031530100","Census Tract 5301, Cook County, Illinois","1720","312","1102","246","1102","246","916","241","186","77","0","12","618","158",
"1400000US17031530200","Census Tract 5302, Cook County, Illinois","3250","760","1874","518","1874","518","1345","311","529","365","0","12","1376","366",
"1400000US17031530300","Census Tract 5303, Cook County, Illinois","2991","485","1878","368","1878","368","1581","356","297","108","0","12","1113","214",
"1400000US17031530400","Census Tract 5304, Cook County, Illinois","1651","272","1050","231","1050","231","948","226","102","63","0","12","601","130",
"1400000US17031530501","Census Tract 5305.01, Cook County, Illinois","3954","1155","2642","1100","2642","1100","1957","743","685","788","0","17","1312","290",
"1400000US17031530502","Census Tract 5305.02, Cook County, Illinois","1392","268","863","247","863","247","742","238","121","54","0","12","529","109",
"1400000US17031530503","Census Tract 5305.03, Cook County, Illinois","4157","647","2615","422","2615","422","1883","296","732","246","0","17","1542","383",
"1400000US17031530600","Census Tract 5306, Cook County, Illinois","1813","466","1173","313","1173","313","1091","302","82","55","0","12","640","218",
